Rk,Class,Unnamed: 2,Player,Team,Conf,Minutes_Avg,PRPG,BPM,ORtg,Usg,eFG,TS,OR,DR,Ast,TO,Blk,Stl,FTR,2P,Unnamed: 21,3P/100,3P,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Last_5_Avg_FP,Opp_Def_Rank
874,Sr,6-6,Anthony Dell'Orso,Arizona,B12,23.040000000000003,1.9,5.3,112.3,20.6,50.4,54.8,1.0,7.6,18.0,19.2,1.1,2.4,24.8,34-64,0.531,10.1,22-69,0.319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,71
875,Jr,6-5,Carmelo Pacheco,UCF,B12,17.68,1.9,4.1,136.6,11.4,59.5,61.5,2.2,9.5,5.4,7.8,0.0,1.1,9.5,3-4,0.75,13.2,23-59,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,159
876,Sr,6-8,Youri Fritz,Northeastern,CAA,25.48,1.9,0.2,113.4,20.1,63.9,61.7,8.0,12.5,9.0,15.2,4.5,2.1,73.1,65-102,0.637,0.3,1-2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,178
877,Fr,6-8,Filip Jovic,Auburn,SEC,16.44,1.9,0.3,125.0,16.1,61.5,61.9,15.6,14.1,3.7,14.4,2.9,0.8,80.8,32-50,0.64,0.4,0-2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,171
878,Jr,6-5,Isaac Taveras,Southern Miss,SB,16.4,1.9,4.7,100.9,31.8,56.8,56.5,8.1,19.1,21.7,21.2,1.4,4.8,28.0,65-110,0.591,3.3,4-15,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,333
879,Sr,6-3,Roddie Anderson III,Xavier,BE,24.92,1.9,1.4,100.5,27.1,43.8,49.0,2.1,11.2,20.4,11.1,0.7,3.4,34.4,51-115,0.443,10.1,22-77,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,68
880,Jr,6-0,Rahmir Barno,Florida Gulf Coast,ASun,32.12,1.9,-1.4,104.2,23.7,48.4,51.1,1.4,9.6,31.3,19.9,0.3,3.3,44.1,57-124,0.46,3.2,11-28,0.393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,184
881,Fr,6-5,Madden Collins,American,Pat,21.0,1.9,3.8,105.2,32.6,49.4,52.4,8.1,20.9,19.0,11.3,1.5,4.1,28.0,60-102,0.588,10.9,13-59,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,63
882,Sr,6-8,Tyrone Marshall,George Washington,A10,19.64,1.9,4.0,117.5,18.0,57.2,59.9,7.5,17.6,13.8,19.5,3.0,2.8,34.9,34-59,0.576,4.2,9-24,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,300
883,Jr,6-10,Isaac Traudt,Creighton,BE,20.52,1.9,1.2,119.7,16.3,54.5,56.9,3.0,11.0,5.6,6.2,0.3,0.0,16.4,9-17,0.529,15.6,34-93,0.366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,12
884,Sr,6-4,Masai Troutman,George Mason,A10,24.439999999999998,1.9,2.0,115.7,19.6,48.0,57.0,4.2,13.5,11.2,13.2,1.3,1.5,65.3,26-55,0.473,7.0,15-46,0.326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,174
885,Sr,7-0,Silas Sunday,Hofstra,CAA,16.919999999999998,1.9,4.7,128.3,17.1,67.3,69.4,16.1,24.6,11.1,20.8,5.0,0.9,34.6,35-52,0.673,0.0,0-0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,304
886,Jr,6-8,Dani Pounds,Tennessee Tech,OVC,18.96,1.9,-0.2,113.2,27.2,53.6,60.8,9.1,17.2,10.3,16.5,5.0,1.9,63.5,44-87,0.506,1.9,5-9,0.556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,184
887,Jr,6-3,Jordan Ross,Georgia,SEC,20.880000000000003,1.9,1.4,121.2,17.5,52.8,57.7,3.5,10.5,18.0,14.7,0.3,1.1,59.1,33-61,0.541,4.1,9-27,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,90
888,Jr,6-3,Damien Mayo Jr.,Southern Illinois,MVC,25.240000000000002,1.9,4.3,118.7,16.0,60.0,62.8,3.6,7.1,15.8,18.6,1.3,3.7,24.0,33-60,0.55,5.4,18-40,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,48
889,So,6-6,Christian Moore,The Citadel,SC,25.0,1.9,-2.3,112.0,23.0,53.0,55.2,7.2,7.2,8.8,11.3,0.7,1.0,22.0,31-60,0.517,12.5,26-72,0.361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,98
890,Sr,6-1,Elijah Elliott,New Mexico St.,CUSA,19.32,1.9,3.8,109.8,26.9,49.0,52.5,1.4,9.7,23.8,12.2,1.1,2.3,33.3,20-46,0.435,14.2,20-56,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,342
891,Sr,6-0,Jacari Lane,Texas A&M,SEC,18.96,1.9,2.8,125.9,17.8,52.9,57.5,5.1,6.1,26.6,16.4,0.0,2.1,25.6,23-38,0.605,8.2,15-48,0.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,87
892,Fr,6-0,Quinn Woidke,Kent St.,MAC,19.680000000000003,1.9,3.2,126.1,17.8,58.5,61.7,2.0,12.7,13.1,11.7,0.0,1.3,30.9,10-19,0.526,14.2,30-75,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,235
893,Fr,6-6,Peyton White,Nevada,MWC,16.72,1.9,0.9,128.6,15.9,56.5,61.8,5.5,8.0,4.5,7.0,1.4,0.4,46.4,21-42,0.5,6.0,12-27,0.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,67
894,Sr,6-1,Josh Ward,Cal St. Fullerton,BW,32.0,1.9,1.2,105.4,21.8,48.3,53.2,2.0,14.2,18.1,14.0,1.6,2.6,44.9,46-102,0.451,7.5,26-74,0.351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,122
895,Fr,6-8,Dwayne Aristode,Arizona,B12,16.240000000000002,1.9,6.3,135.7,12.8,70.3,69.8,6.9,6.9,8.3,16.2,0.4,1.0,22.0,10-16,0.625,8.9,21-43,0.488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,257
896,Sr,6-2,Zaire Hayes,Texas Southern,SWAC,22.200000000000003,1.9,-0.6,111.1,19.9,57.4,61.6,1.6,4.6,6.9,16.4,1.4,1.0,28.4,25-51,0.49,7.5,17-37,0.459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,273
897,Jr,6-1,Meechie White,Eastern Illinois,OVC,28.480000000000004,1.9,1.6,110.1,19.5,55.7,61.4,3.2,12.5,20.6,20.5,0.6,4.0,47.4,33-63,0.524,5.1,14-34,0.412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,162
898,Jr,6-1,Zaon Collins,Fresno St.,MWC,31.319999999999997,1.9,1.7,102.2,24.7,51.7,55.2,1.7,10.0,32.7,23.4,0.0,3.6,37.3,61-112,0.545,4.6,11-38,0.289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,359
899,So,6-2,Christian Jones,George Washington,A10,23.32,1.9,1.3,111.2,22.6,56.3,57.5,4.4,8.2,23.2,21.6,1.0,1.9,27.8,47-83,0.566,6.4,16-43,0.372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,127
900,Jr,6-6,Jahmere Tripp,Rhode Island,A10,20.880000000000003,1.9,2.2,110.1,26.5,52.5,58.7,7.3,13.7,15.0,20.5,1.1,3.8,50.4,41-80,0.512,7.0,15-41,0.366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,67
901,Sr,6-6,Freddy Hicks,Tarleton St.,WAC,28.680000000000003,1.9,-0.3,103.7,20.2,44.3,55.7,6.6,13.2,11.4,21.1,2.1,2.5,110.1,29-65,0.446,2.1,4-14,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,137
902,Sr,6-8,Keith Palek III,Missouri St.,CUSA,32.36,1.9,0.3,96.3,31.7,43.6,49.0,5.2,19.7,23.0,18.2,1.4,2.3,52.5,57-111,0.514,9.6,14-68,0.206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,154
903,So,6-0,Jaden Jackson,South Dakota St.,Sum,32.04,1.9,0.4,105.5,22.3,48.6,53.0,2.6,14.6,14.5,15.5,0.3,2.2,27.0,35-79,0.443,11.4,33-95,0.347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,32
904,Fr,6-5,Hudson Mayes,UC San Diego,BW,19.8,1.9,1.8,124.5,16.8,64.9,70.4,5.3,19.1,6.9,18.6,0.8,1.8,86.0,34-53,0.642,0.8,2-4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,190
905,Sr,6-1,Kezza Giffa,Mississippi,SEC,17.8,1.9,3.4,121.1,19.0,59.1,66.2,0.4,7.1,15.0,17.5,0.0,3.3,78.8,18-33,0.545,6.8,14-33,0.424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,177
906,So,6-6,Bryson Cokley,Elon,CAA,23.36,1.9,-2.3,117.5,20.1,53.4,55.8,6.5,11.9,6.4,10.5,0.7,0.8,21.2,36-68,0.529,10.3,23-64,0.359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,227
907,Sr,6-7,Donte Bacchus,North Alabama,ASun,31.919999999999998,1.9,-0.8,108.5,21.9,51.8,53.6,5.0,15.3,7.9,10.5,1.5,1.5,42.8,58-109,0.532,4.2,9-29,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,172
908,So,6-6,Karter Knox,Arkansas,SEC,21.8,1.9,3.3,114.8,17.4,54.5,57.9,6.7,16.8,9.1,17.1,2.5,2.0,26.3,24-53,0.453,7.2,20-46,0.435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,280
909,Fr,6-9,Tyrin Jones,UNLV,MWC,26.8,1.9,5.1,111.7,19.0,59.4,56.2,8.9,13.4,11.0,11.4,9.0,2.2,80.2,57-95,0.6,0.1,0-1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,356
910,Fr,6-9,Alon Michaeli,Colorado,B12,16.8,1.9,0.9,114.5,23.3,50.9,55.2,7.6,20.8,10.1,11.6,1.9,0.8,27.5,39-78,0.5,6.5,11-31,0.355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,72
911,Sr,6-7,Romad Dean,Tulsa,Amer,17.84,1.9,2.2,135.2,11.9,62.5,66.8,7.0,14.6,4.1,11.6,0.9,1.2,29.2,12-16,0.75,7.4,12-32,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,94
912,Jr,6-3,Naithan George,Syracuse,ACC,30.639999999999997,1.9,2.4,103.1,22.2,47.5,55.5,2.3,8.5,29.9,26.5,0.8,2.9,51.2,35-73,0.479,5.7,15-48,0.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.65,337
913,Jr,6-5,Garwey Dual,McNeese St.,Slnd,25.240000000000002,1.8,4.2,109.9,21.0,50.0,52.9,5.2,8.4,27.7,20.8,2.4,4.7,23.8,37-69,0.536,5.4,9-32,0.281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3,180
914,Sr,6-8,Isaiah Gaines,Southeastern Louisia,Slnd,27.919999999999998,1.8,0.5,112.4,19.1,56.1,58.2,8.2,14.7,13.8,14.2,3.8,1.9,66.3,55-92,0.598,0.9,0-6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3,179
915,Sr,6-4,Eli King,North Dakota,Sum,30.6,1.8,2.8,109.9,20.3,48.6,52.1,4.2,16.5,11.2,8.0,2.9,4.6,35.0,56-105,0.533,7.8,20-72,0.278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3,58
916,Sr,6-1,Dylan Williamson,Towson,CAA,37.04,1.8,-0.5,103.0,22.8,47.9,48.9,1.1,6.4,18.6,16.9,0.4,1.5,6.8,57-117,0.487,12.3,37-118,0.314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3,190
917,So,6-9,Luke Wilson,Appalachian St.,SB,27.480000000000004,1.8,2.3,114.8,19.0,64.3,61.3,8.7,19.9,4.8,13.2,6.7,0.8,122.6,54-84,0.643,0.0,0-0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3,221
918,So,6-3,Mikey Williams,Sacramento St.,BSky,35.76,1.8,-2.0,96.0,30.4,41.0,48.8,2.3,6.2,26.3,17.0,0.8,1.8,48.5,60-140,0.429,6.8,13-54,0.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3,16
919,So,6-4,Austin Swartz,Creighton,BE,19.0,1.8,5.0,109.3,23.1,57.7,57.3,1.5,14.1,15.1,14.1,0.8,2.4,2.8,28-49,0.571,16.9,36-93,0.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3,220
920,Sr,6-8,Kimani Hamilton,UNLV,MWC,27.599999999999998,1.8,-0.7,104.3,24.3,46.7,52.1,9.2,9.6,14.8,16.7,0.6,2.7,52.2,53-104,0.51,4.5,7-32,0.219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3,125
921,Fr,6-9,Emmett Adair,Loyola MD,Pat,17.2,1.8,-4.8,111.8,25.0,51.8,54.7,13.5,12.1,12.7,13.4,1.3,0.9,13.8,40-65,0.615,9.8,11-44,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3,208
922,So,6-4,Roberts Blums,Davidson,A10,20.12,1.8,2.7,112.2,24.4,55.7,59.1,2.0,15.2,9.7,12.3,0.0,1.4,37.7,29-53,0.547,12.2,23-61,0.377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3,90
923,Fr,6-6,Roman Siulepa,Pittsburgh,ACC,23.439999999999998,1.8,0.8,110.0,20.6,52.1,51.8,10.4,10.6,5.9,10.2,2.2,2.3,37.0,47-83,0.566,5.8,10-36,0.278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3,93
924,Sr,6-8,Lamin Sabally,Iona,MAAC,29.560000000000002,1.8,3.5,108.4,21.7,54.6,56.6,9.1,19.9,18.9,19.2,2.0,3.6,54.6,77-133,0.579,0.8,0-8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3,163
925,Sr,6-4,Zaire Williams,Mercer,SC,28.080000000000002,1.8,0.9,112.2,19.3,51.4,53.7,4.3,8.3,9.1,11.2,0.3,3.0,13.6,24-53,0.453,12.5,32-87,0.368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3,31
926,Sr,6-3,Elijah Jamison,Norfolk St.,MEAC,29.08,1.8,-0.0,99.8,28.6,48.2,52.3,1.7,9.4,20.3,17.3,0.3,1.2,34.2,63-141,0.447,6.5,19-49,0.388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3,61
927,Sr,6-8,Elijah Saunders,Maryland,B10,29.2,1.8,1.0,115.3,14.4,53.6,56.7,7.3,11.7,5.8,15.1,0.7,1.1,25.0,30-60,0.5,6.3,20-52,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3,264
928,So,6-9,Zack Davidson,Northern Arizona,BSky,20.64,1.8,-0.8,104.4,27.5,59.7,58.4,8.5,14.1,9.4,16.3,0.0,1.6,48.1,63-105,0.6,0.6,1-3,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3,296
929,Sr,6-5,Ilias Kamardine,Mississippi,SEC,29.52,1.8,3.1,104.7,22.2,52.1,54.8,2.0,11.2,26.7,21.4,2.1,2.8,28.9,44-82,0.537,7.5,20-60,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3,248
930,Sr,6-5,Braxton Stacker,Southeast Missouri S,OVC,29.439999999999998,1.8,-0.4,109.8,20.9,46.9,52.8,3.4,10.9,10.2,11.0,1.7,2.0,36.1,36-74,0.486,9.5,21-70,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3,153
931,Sr,6-8,Brandon Noel,Ohio State,B10,18.84,1.8,3.1,121.1,16.5,66.4,67.4,7.9,15.0,8.8,19.8,1.2,0.8,21.4,42-56,0.75,2.9,3-14,0.214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3,204
932,Sr,6-2,Julian Mackey,FIU,CUSA,21.400000000000002,1.8,2.8,111.6,23.7,56.5,59.3,1.2,9.9,13.0,15.9,1.3,3.0,44.9,29-54,0.537,10.5,21-53,0.396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3,121
933,Sr,7-0,Ugonna Onyenso,Virginia,ACC,16.52,1.8,9.2,127.9,16.8,56.0,59.1,9.5,21.0,5.1,9.1,16.7,1.8,38.7,36-57,0.632,3.9,4-18,0.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3,101
934,Sr,6-1,Bradley Douglas,James Madison,SB,28.080000000000002,1.8,-2.5,103.7,27.0,50.0,54.7,1.3,6.2,31.0,22.0,0.2,1.7,40.5,40-85,0.471,9.4,26-73,0.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3,354
935,So,6-2,Styles Phipps,Pepperdine,WCC,34.8,1.8,0.1,101.2,24.0,45.5,52.2,7.0,15.3,31.4,21.6,0.8,1.9,51.8,62-127,0.488,3.9,9-39,0.231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3,288
936,Sr,6-6,Johan Nziemi,Longwood,BSth,23.080000000000002,1.8,-0.1,112.7,21.8,44.7,55.8,10.4,19.0,14.3,16.3,1.7,2.3,88.3,39-82,0.476,1.9,2-12,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3,259
937,Jr,6-4,David Terrell Jr.,North Texas,Amer,31.6,1.8,1.5,104.7,23.6,48.8,54.0,1.9,11.7,36.1,20.9,1.4,2.3,55.4,44-87,0.506,4.6,10-34,0.294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3,27
938,Fr,7-1,Efe Demirel,Grand Canyon,MWC,20.76,1.8,2.5,121.3,17.9,64.0,66.4,13.6,16.8,3.9,18.7,4.3,0.9,45.3,48-75,0.64,0.0,0-0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3,336
939,Jr,7-1,Aaron Bradshaw,Memphis,Amer,17.16,1.8,0.7,112.9,21.3,58.3,61.0,12.9,8.0,5.5,19.2,2.8,1.5,52.6,38-64,0.594,3.0,5-14,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3,336
940,Sr,6-6,Markhi Strickland,North Dakota St.,Sum,25.12,1.8,0.9,110.8,23.0,60.6,59.4,7.0,11.6,9.9,16.6,1.7,2.3,41.5,86-142,0.606,0.0,0-0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3,135
941,Jr,6-9,TJ Power,Penn,Ivy,34.8,1.8,0.6,103.8,22.4,51.5,53.1,5.2,19.1,14.8,17.3,1.7,1.4,28.1,46-101,0.455,8.2,28-70,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3,9
942,So,6-10,Jovan Milicevic,Xavier,BE,22.880000000000003,1.8,1.1,105.1,23.3,52.6,54.2,7.7,13.2,10.9,13.5,2.7,1.1,24.0,27-70,0.386,12.0,36-84,0.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3,59
943,So,6-3,All Wright,Xavier,BE,23.159999999999997,1.8,0.3,117.3,14.7,54.8,57.2,1.0,7.7,16.7,9.6,0.3,1.7,17.1,23-52,0.442,7.5,23-53,0.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3,207
