Rk,Player,,,Team,Conf,Min%,PRPG!,BPM,ORtg,Usg,eFG,TS,OR,DR,Ast,TO,Blk,Stl,FTR,2P,,3P/100,3P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,Fr,6-7,Dillan Shaw,Saint Mary's,WCC,58.7,2.4,7.4,125.3,14.9,59.8,60.7,5.8,16.1,12.7,15.2,2.7,2.2,16.5,19-37,.514,9.1,26-60,.433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,Jr,6-5,Jimmie Williams,Duquesne,A10,66.2,2.4,4.0,115.5,23.5,56.8,59.4,3.1,15.9,17.2,14.6,0.3,3.5,26.6,47-75,.627,11.3,27-79,.342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,Jr,6-8,Evan Chatman,UAB,Amer,67.7,2.4,3.9,128.1,14.3,54.1,58.7,9.0,25.8,6.3,7.6,2.2,1.6,62.8,30-47,.638,5.3,11-39,.282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,Jr,6-3,Anthony Robinson II,Missouri,SEC,76.7,2.4,4.0,113.6,20.1,50.0,53.5,3.8,10.7,21.5,16.8,1.6,4.1,45.9,42-80,.525,6.4,17-55,.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,Jr,6-0,Connor Sevilla,UC Davis,BW,79.5,2.4,0.1,116.8,18.0,59.5,64.5,1.4,6.8,5.7,14.0,0.0,1.3,35.6,26-53,.491,10.0,35-79,.443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,Jr,6-4,Kobi Williams,Missouri St.,CUSA,86.6,2.4,-0.1,114.7,18.2,51.3,58.8,3.1,6.0,7.8,14.4,1.0,1.9,57.3,15-36,.417,10.6,30-81,.370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,Jr,6-9,Baye Ndongo,Georgia Tech,ACC,48.2,2.4,5.7,110.9,24.0,58.6,59.1,13.5,18.8,19.9,18.9,4.8,2.2,33.6,62-106,.585,1.7,4-10,.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,Jr,7-2,Zvonimir Ivisic,Illinois,B10,42.9,2.4,13.2,132.8,17.1,68.1,67.5,7.4,24.1,3.9,12.5,14.2,0.9,31.3,26-30,.867,10.7,19-50,.380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,Jr,6-8,KyeRon Lindsay-Martin,UAB,Amer,57.0,2.4,2.5,123.3,19.7,56.9,59.9,13.6,14.5,3.2,10.6,4.2,1.5,39.4,62-109,.569,0.0,0-0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,Sr,6-3,Marcus Banks,Massachusetts,MAC,81.4,2.4,2.7,114.7,20.2,54.3,57.2,1.1,8.4,10.0,10.7,0.0,2.2,22.3,38-78,.487,13.7,51-133,.383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,Sr,6-9,Harry Rouhliadeff,Hawaii,BW,51.4,2.4,5.9,123.5,19.8,60.5,63.4,9.9,11.0,10.6,14.8,2.6,1.1,29.1,28-46,.609,8.3,16-40,.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,So,6-4,Nyle Ralph-Beyer,Sacred Heart,MAAC,57.8,2.4,1.6,120.5,19.3,59.4,61.6,4.0,11.0,5.1,11.5,0.6,1.0,16.0,21-50,.420,13.9,43-94,.457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,Sr,6-6,DJ Patrick,UNC Asheville,BSth,78.9,2.4,0.8,124.1,13.9,59.3,62.1,3.4,9.4,5.2,11.4,0.2,1.5,22.1,10-29,.345,10.2,38-84,.452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,Sr,6-5,Chase Ross,Marquette,BE,78.9,2.4,3.7,103.0,25.4,44.5,51.4,1.7,13.5,21.1,15.5,1.0,3.8,48.3,63-132,.477,8.0,20-77,.260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,Sr,6-5,Chase Lowe,William & Mary,CAA,57.4,2.4,5.4,119.2,22.0,55.8,62.2,7.5,17.5,32.8,19.8,1.0,2.8,70.9,48-82,.585,0.6,0-4,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,Sr,6-9,Leonardo Bettiol,Massachusetts,MAC,69.2,2.4,2.2,110.2,26.7,59.7,63.0,8.8,22.3,16.7,21.7,1.1,1.2,66.5,91-153,.595,0.2,1-2,.500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,Jr,6-9,Corneilous Williams,North Alabama,ASun,69.2,2.4,-1.6,117.9,19.4,56.8,61.6,12.1,23.7,3.6,15.4,3.5,1.0,76.5,46-81,.568,0.0,0-0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,So,6-5,Ben Bradford,Charlotte,Amer,66.3,2.4,0.7,109.4,26.6,47.4,54.4,3.6,11.1,15.0,16.2,0.3,2.9,46.4,53-103,.515,7.7,13-50,.260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,So,6-8,Torey Alston,Middle Tennessee,CUSA,68.3,2.4,2.7,109.1,22.9,54.0,59.4,8.0,22.6,8.7,18.8,5.4,1.3,64.0,54-94,.574,1.0,0-6,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,So,6-1,Isaac Williams,Baylor,B12,53.0,2.4,2.7,117.6,20.7,57.4,59.5,1.5,8.6,25.1,19.1,2.9,1.9,46.6,40-72,.556,3.0,7-16,.438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,Fr,6-8,Andrew Alekseyenko,Colgate,Pat,72.1,2.4,-0.2,107.2,27.3,50.3,54.8,6.9,16.0,15.8,15.0,0.3,1.4,33.5,60-120,.500,6.8,17-50,.340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,Sr,6-9,Malik Dia,Mississippi,SEC,64.1,2.4,1.0,103.1,31.3,48.2,52.4,9.9,22.0,8.3,14.2,4.8,1.6,41.5,75-154,.487,5.6,12-39,.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,Sr,6-6,Mahmoud Fofana,Cal St. Northridge,BW,75.1,2.4,1.4,122.9,15.4,62.9,62.8,10.9,15.9,8.5,13.6,2.4,1.8,45.5,69-107,.645,0.6,1-5,.200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,Sr,6-5,Morgan Safford,Kent St.,MAC,80.2,2.4,1.3,117.1,19.2,51.6,55.9,6.5,12.8,9.9,12.7,2.3,1.4,36.1,26-58,.448,11.3,36-97,.371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,Jr,6-6,Joe Nugent,Holy Cross,Pat,73.1,2.4,0.3,119.7,17.7,56.5,60.5,5.6,10.3,5.0,8.6,0.3,1.5,24.4,26-44,.591,10.9,29-79,.367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,Jr,6-3,Aidan Burke,UC San Diego,BW,69.5,2.4,1.7,124.4,15.4,58.8,61.0,3.8,10.1,12.6,11.7,0.3,1.5,24.5,24-34,.706,9.5,24-68,.353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,So,6-2,Deuce Jones II,Saint Joseph's,A10,42.3,2.4,2.4,104.1,31.4,44.7,52.5,3.8,11.5,27.2,17.4,0.8,2.7,52.2,31-65,.477,10.9,13-48,.271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,Sr,6-9,Caden Powell,Baylor,B12,53.9,2.4,2.4,127.1,14.7,64.6,63.9,17.1,20.1,5.8,16.4,3.4,0.7,91.7,31-47,.660,0.2,0-1,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,Sr,6-2,Zach Bloch,Northern Colorado,BSky,83.7,2.4,2.6,119.9,16.6,60.8,62.9,0.8,9.6,12.9,15.0,0.0,2.7,23.8,16-37,.432,11.0,42-93,.452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,Jr,6-8,Gavin Griffiths,Temple,Amer,66.4,2.4,8.5,115.7,19.3,59.3,59.4,3.9,15.7,10.0,12.6,9.5,2.9,9.0,21-43,.488,13.8,39-91,.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,Sr,6-3,Ty Harper,Oral Roberts,Sum,66.7,2.4,1.1,102.7,30.7,46.2,52.8,3.7,7.9,21.3,15.7,0.5,2.4,41.2,48-108,.444,10.5,24-74,.324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,Jr,6-7,Rich Rolf,Youngstown St.,Horz,69.7,2.4,3.7,128.1,15.4,58.0,60.5,6.0,12.7,12.4,10.6,1.2,1.9,15.9,31-52,.596,8.3,23-61,.377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,Jr,6-7,Yann Farell,Sacred Heart,MAAC,70.8,2.4,-0.0,123.9,15.8,62.3,64.6,4.9,13.2,6.4,13.8,0.5,1.8,35.2,22-40,.550,9.9,36-82,.439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,Jr,6-4,Khaden Bennett,Wyoming,MWC,63.5,2.4,4.2,119.1,19.3,46.2,54.9,7.3,13.9,16.5,15.3,0.0,3.3,48.6,26-58,.448,6.9,15-47,.319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,Sr,6-2,Preston Ruedinger,Green Bay,Horz,86.0,2.4,0.4,116.6,17.9,53.1,57.0,2.4,10.4,28.4,15.9,0.5,1.3,24.0,25-59,.424,7.7,29-70,.414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,So,6-9,Drew Scharnowski,Belmont,MVC,52.5,2.4,6.4,113.2,25.6,71.6,65.6,13.4,19.9,15.8,21.3,8.2,2.2,77.9,73-100,.730,0.6,1-4,.250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,Sr,6-3,Jaylin Henderson,Portland St.,BSky,94.5,2.4,-0.3,101.8,29.1,43.5,50.5,1.4,9.7,30.8,19.1,1.6,2.3,45.9,56-117,.479,7.0,12-53,.226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,Jr,6-4,KJ Lewis,Georgetown,BE,72.6,2.4,4.3,103.8,28.2,43.4,51.0,5.5,15.4,20.7,14.8,2.4,4.2,54.3,62-143,.434,5.5,13-45,.289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,So,5-11,Ben Hammond,Virginia Tech,ACC,66.4,2.4,3.8,113.7,21.5,45.6,53.6,1.0,6.6,21.4,13.2,0.5,3.4,48.0,48-110,.436,4.7,13-38,.342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,Sr,6-3,Will Johnston,Richmond,A10,62.0,2.3,1.6,123.7,18.6,56.7,60.7,1.2,9.9,18.1,10.6,0.3,0.9,24.4,24-56,.429,10.0,32-71,.451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,Sr,6-9,AJ Casey,Evansville,MVC,66.2,2.3,3.0,111.9,21.7,56.9,60.8,9.7,14.0,11.1,16.3,2.0,2.5,47.2,61-104,.587,2.6,6-19,.316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,Sr,6-3,Jaehshon Thomas,Drake,MVC,59.0,2.3,1.7,117.1,21.0,58.0,60.0,1.0,6.7,15.5,10.2,0.7,1.5,24.0,35-72,.486,8.8,25-53,.472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,Jr,6-2,Camren Hunter,Central Arkansas,ASun,76.1,2.3,2.6,106.2,27.5,51.6,54.0,4.1,10.1,16.2,12.5,0.9,2.3,24.0,72-134,.537,10.6,28-87,.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,Sr,6-0,Mason Gibson,Texas A&M Corpus Chr,Slnd,58.7,2.3,5.1,119.8,18.8,56.4,59.2,2.2,7.0,10.3,8.8,0.4,2.3,29.8,20-46,.435,9.9,22-48,.458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,So,6-4,C.J. O'Hara,Green Bay,Horz,80.0,2.3,0.2,115.2,19.6,59.2,62.1,4.6,13.8,8.7,13.8,1.2,1.7,56.9,71-116,.612,1.6,4-14,.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,Sr,6-7,Kael Robinson,Northern Kentucky,Horz,65.7,2.3,3.4,116.2,25.1,60.5,62.6,6.2,14.4,14.0,18.9,1.7,2.2,19.2,44-84,.524,12.6,42-93,.452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,So,6-3,Boogie Fland,Florida,SEC,73.7,2.3,4.5,111.6,19.4,45.5,50.5,3.0,5.2,18.7,16.6,0.6,3.2,35.0,49-88,.557,7.9,15-69,.217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,Jr,6-9,Caleb Walker,Air Force,MWC,57.4,2.3,2.6,115.9,23.3,73.3,68.8,9.5,17.8,10.7,17.3,3.1,1.3,72.4,77-104,.740,0.2,0-1,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,So,6-10,Aiden Sherrell,Alabama,SEC,48.5,2.3,7.0,119.2,19.1,59.3,58.7,12.0,15.4,5.8,13.3,11.7,1.5,39.2,44-67,.657,5.1,9-30,.300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,So,6-5,Ishan Sharma,Saint Louis,A10,52.6,2.3,3.8,132.2,15.1,56.9,60.6,3.5,10.7,7.5,6.8,0.0,1.4,27.7,7-13,.538,13.9,31-81,.383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,Sr,6-2,Biko Johnson,Idaho,BSky,73.6,2.3,1.9,111.4,23.4,48.5,53.6,4.1,11.3,17.9,13.6,0.3,3.3,44.3,26-58,.448,11.1,25-73,.342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,Sr,6-2,Ja'Juan Carr,Elon,CAA,62.7,2.3,0.4,121.6,20.0,50.5,54.0,5.1,7.8,31.6,15.7,1.3,1.2,38.6,36-73,.493,4.2,10-28,.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,Fr,7-0,Johann Grünloh,Virginia,ACC,57.3,2.3,6.8,123.4,18.0,57.9,56.2,14.9,16.8,7.3,10.5,11.7,1.4,41.6,45-70,.643,4.9,9-31,.290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,Jr,6-6,Cayden Vasko,Wofford,SC,78.5,2.3,0.5,123.3,17.8,47.9,51.3,5.0,10.6,24.9,7.5,0.9,2.4,18.8,30-64,.469,9.7,26-80,.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,Sr,5-10,Colin Porter,Liberty,CUSA,80.0,2.3,0.6,113.4,17.6,58.9,62.9,0.3,8.0,15.3,18.0,0.0,2.7,24.8,25-42,.595,8.5,23-59,.390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,Sr,6-7,Nigel Burris,Weber St.,BSky,52.9,2.3,2.2,123.9,19.8,61.5,66.1,9.0,16.8,4.8,15.8,1.0,1.7,44.8,44-69,.638,4.7,10-27,.370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,Sr,6-3,Davian Brown,Montana St.,BSky,60.7,2.3,3.0,117.4,22.5,54.1,57.5,4.2,11.7,11.4,11.5,0.3,1.7,27.6,20-40,.500,14.4,31-83,.373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,So,6-4,Jase Butler,Colorado St.,MWC,53.8,2.3,2.7,126.5,17.5,60.4,63.6,6.1,10.3,10.0,13.2,0.4,1.7,49.4,21-35,.600,8.1,17-42,.405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,So,6-7,Blake Harper,Creighton,BE,48.8,2.3,4.3,116.5,23.3,51.9,58.8,5.7,19.0,14.4,14.4,0.5,1.9,57.1,35-71,.493,6.0,13-34,.382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,Jr,6-4,A'lahn Sumler,Charleston Southern,BSth,71.7,2.3,2.5,111.7,25.9,55.8,56.8,3.7,10.9,23.0,14.5,0.4,1.5,31.8,70-130,.538,8.0,27-68,.397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,Sr,6-5,Rylan Griffen,Texas A&M,SEC,51.3,2.3,8.0,124.0,18.6,63.5,66.6,3.7,7.3,19.1,20.4,1.7,4.5,36.5,22-32,.688,10.1,26-64,.406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,So,6-0,Sharron Young,Akron,MAC,49.6,2.3,2.4,128.7,18.0,51.2,57.0,4.0,11.2,16.3,9.9,0.4,2.4,33.3,16-29,.552,10.9,18-55,.327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,Sr,6-4,Justin Allen,Green Bay,Horz,57.5,2.3,0.7,111.4,27.0,52.4,58.0,2.5,12.9,10.2,10.3,0.7,1.8,44.6,61-101,.604,7.7,11-47,.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,Sr,6-10,Lee Dort,California,ACC,60.6,2.3,3.1,124.3,16.9,62.8,65.4,10.5,24.6,9.2,16.0,5.3,0.9,64.1,49-78,.628,0.0,0-0,.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,Fr,6-5,CJ Shaw,UC Santa Barbara,BW,63.5,2.3,0.3,122.4,18.1,65.1,69.7,3.5,4.6,16.6,21.7,0.3,2.0,65.8,30-49,.612,4.4,13-27,.481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,Sr,6-4,Bryce Harris,Howard,MEAC,84.7,2.3,3.0,107.3,25.6,47.1,54.2,8.2,16.5,16.1,15.3,3.7,2.8,51.2,53-116,.457,6.6,18-54,.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,Sr,6-3,Orlando Lovejoy,Detroit Mercy,Horz,73.7,2.3,1.4,110.9,23.7,41.9,50.7,1.8,10.7,26.9,12.7,0.3,3.7,41.6,60-140,.429,1.9,3-14,.214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,So,7-1,Amael L'Etang,Dayton,A10,52.1,2.3,3.7,111.3,24.4,56.3,60.9,8.2,21.0,12.9,18.1,5.5,0.9,49.5,40-69,.580,7.1,15-42,.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,So,6-6,Micah Robinson,TCU,B12,61.1,2.3,5.2,113.3,21.2,47.3,55.2,6.8,18.8,14.2,15.6,2.8,2.6,67.6,24-57,.421,7.8,19-54,.352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,Jr,5-11,Dre Kindell,Wichita St.,Amer,50.4,2.3,3.0,126.3,19.3,51.2,56.1,2.8,7.6,28.5,12.3,0.7,2.2,41.7,34-66,.515,3.6,6-18,.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,Sr,6-9,Filip Borovicanin,Xavier,BE,75.3,2.3,5.6,111.7,17.9,52.4,53.8,6.1,23.9,24.8,16.4,2.5,2.8,9.7,47-88,.534,6.1,19-56,.339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,Sr,6-5,Erik Pratt,Stony Brook,CAA,83.6,2.3,1.0,99.6,31.4,46.6,50.2,1.6,12.9,22.4,13.6,0.9,2.3,25.9,76-161,.472,11.8,32-105,.305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,Sr,6-4,Kyle Pulliam,William & Mary,CAA,52.9,2.3,3.4,120.7,18.8,55.1,62.4,3.7,14.1,10.4,11.6,1.8,2.8,66.3,28-48,.583,6.9,14-41,.341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,Sr,6-7,AJ Storr,Mississippi,SEC,59.8,2.3,1.2,109.7,25.8,50.0,54.8,3.6,10.9,16.3,13.2,0.6,1.2,40.7,45-100,.450,7.7,20-50,.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,Sr,6-8,Caleb Van De Griend,Idaho St.,BSky,49.9,2.3,0.6,112.0,30.1,58.1,59.6,16.2,27.3,9.6,18.5,4.0,1.1,40.2,56-96,.583,4.5,8-21,.381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,Sr,6-8,Chisom Okpara,Stanford,ACC,71.2,2.3,1.4,102.0,27.8,44.2,52.1,6.3,9.9,16.2,19.3,1.4,2.3,66.5,51-117,.436,6.7,17-56,.304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,Fr,6-1,Nyk Lewis,VCU,A10,62.0,2.3,3.4,119.3,19.3,49.6,54.1,7.8,9.6,15.3,12.2,0.2,3.3,34.4,26-51,.510,10.5,26-80,.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
